Date,Title,Venue
2015-09-26 (土),心が叫びたがってるんだ。／舞台挨拶〔大阪〕 梅田ブルク７ 上映後舞台挨拶,会場: T・ジョイ梅田(旧 梅田ブルク7)
2015-09-26 (土),心が叫びたがってるんだ。／舞台挨拶〔大阪〕 TOHOシネマズなんば 上映後舞台挨拶,会場: TOHOシネマズなんば
2015-09-26 (土),心が叫びたがってるんだ。／舞台挨拶〔大阪〕 梅田ブルク７ 上映前舞台挨拶,会場: T・ジョイ梅田(旧 梅田ブルク7)
2015-09-26 (土),心が叫びたがってるんだ。／舞台挨拶〔大阪〕 TOHOシネマズなんば 上映前舞台挨拶,会場: TOHOシネマズなんば
2015-09-26 (土),心が叫びたがってるんだ。／舞台挨拶〔兵庫〕 アースシネマズ姫路 上映後舞台挨拶,会場: アースシネマズ姫路
2015-09-25 (金),TVアニメ『がっこうぐらし！』後夜祭 セレクション上映会＆メモリアルトークショー,会場: アニメイト池袋本店
2015-09-22 (火),Rejet Presents GIRLS❤LIVE 2015『LOVE GEYSER』 (NIGHT),会場: 有楽町よみうりホール
2015-09-22 (火),Rejet Presents GIRLS❤LIVE 2015『LOVE GEYSER』 (DAY),会場: 有楽町よみうりホール
2015-09-20 (日),心が叫びたがってるんだ。／舞台挨拶〔埼玉〕 ＭＯＶＩＸさいたま 上映後舞台挨拶,会場: MOVIXさいたま
2015-09-20 (日),心が叫びたがってるんだ。／舞台挨拶〔埼玉〕 ＭＯＶＩＸさいたま 上映前舞台挨拶,会場: MOVIXさいたま
2015-09-20 (日),心が叫びたがってるんだ。／舞台挨拶〔埼玉〕 イオンシネマ熊谷 上映後舞台挨拶,会場: イオンシネマ熊谷
2015-09-20 (日),心が叫びたがってるんだ。／舞台挨拶〔新潟〕 上映後舞台挨拶,会場: T・ジョイ新潟万代
2015-09-20 (日),心が叫びたがってるんだ。／舞台挨拶〔新潟〕 上映前舞台挨拶,会場: T・ジョイ新潟万代
2015-09-19 (土),心が叫びたがってるんだ。／初日舞台挨拶〔東京〕 ユナイテッド・シネマ豊洲 上映後舞台挨拶,会場: ユナイテッド・シネマ豊洲
2015-09-19 (土),心が叫びたがってるんだ。／初日舞台挨拶〔東京〕 シネマ　メディアージュ 上映後舞台挨拶,会場: お台場シネマメディアージュ(閉館)
2015-09-19 (土),心が叫びたがってるんだ。／初日舞台挨拶〔東京〕 上映後舞台挨拶,会場: 新宿バルト9
2015-09-19 (土),心が叫びたがってるんだ。／初日舞台挨拶〔東京〕 シネマ　メディアージュ 上映前舞台挨拶,会場: お台場シネマメディアージュ(閉館)
2015-09-19 (土),心が叫びたがってるんだ。／初日舞台挨拶〔東京〕 上映前舞台挨拶,会場: 新宿バルト9
2015-09-19 (土),心が叫びたがってるんだ。／初日舞台挨拶〔東京〕 ユナイテッド・シネマ豊洲 上映前舞台挨拶,会場: ユナイテッド・シネマ豊洲
2015-09-18 (金),超平和バスターズNight,会場: TOHOシネマズ新宿
2015-09-13 (日),埼玉フェスタ2015　「心が叫びたがってるんだ。」コラボ,会場: ベルーナドーム(西武ドーム)
2015-09-12 (土),ロボットガールズZ フェスティバル2015 第1部,会場: 科学技術館サイエンスホール
2015-09-12 (土),ロボットガールズZ フェスティバル2015 第2部,会場: 科学技術館サイエンスホール
2015-09-05 (土),「がっこうぐらし！ どきどき遠足！」八景島シーパラダイス内公開生放送 ①,会場: 横浜・八景島シーパラダイス
2015-09-05 (土),「がっこうぐらし！ どきどき遠足！」八景島シーパラダイス内公開生放送 ②,会場: 横浜・八景島シーパラダイス
2015-08-29 (土),心が叫びたがってるんだ。　完成披露試写会,会場: 秩父ミューズパーク 野外ステージ
2015-08-16 (日),「コミックマーケット88」内「『実は私は』出演声優イベント」【お渡し会】,会場: 東京ビッグサイト(東京国際展示場)
2015-08-16 (日),「コミックマーケット88」内「『実は私は』出演声優イベント」【公開録音】,開場 13:00 開演 13:30 終演 14:00
2015-08-08 (土),TBSアニメフェスタ2015,会場: 文京シビックホール 大ホール
2015-08-08 (土),Rejet27時間テレビ 夏祭り2015 ワッショイ!! Rejet新作発表会 Summer Presentation 2015 “ONLY ONE”,会場: 六本木ニコファーレ(nicofarre)(閉店)
2015-08-01 (土),ＴＶアニメ「がっこうぐらし！」オープニングテーマ発売記念イベント ソフマップ,会場: ソフマップAKIBA パソコン・デジタル館8F マップ劇場 (旧 アキバ☆ソフマップ1号店)
2015-08-01 (土),ＴＶアニメ「がっこうぐらし！」オープニングテーマ発売記念イベント アニメイト,会場: アニメイト渋谷
2015-07-26 (日),GA文庫WEB番組 「大坪由佳のツボンジュ～ル☆」番組公開録画,会場: アニメイト池袋本店
2015-07-25 (土),生でanimelo mix～新井里美・木戸衣吹のゆるっとあふたぬーん～15/7/25,会場: ニコニコ本社(池袋)B1F ニコぶくろスタジオ(閉館)
2015-07-19 (日),DVD＆Blu-ray「ダンジョンに出会いを求めるのは間違っているだろうか」 Vol.1 発売記念イベント,会場: アニメイト池袋本店
2015-07-12 (日),ロボガラジオ　聞かなきゃ全員フルボッコだＺ！プラス　公開録音　1回目,会場: 科学技術館サイエンスホール
2015-07-12 (日),ロボガラジオ　聞かなきゃ全員フルボッコだＺ！プラス　公開録音　2回目,会場: 科学技術館サイエンスホール
2015-07-04 (土),「がっこうぐらし！」先行上映会 ～入学説明会～,会場: ユナイテッド・シネマ豊洲
2015-06-28 (日),まんがタイムきららフェスタ！2015 夜公演,会場: TOKYO DOME CITY HALL(東京ドームシティホール)
2015-06-28 (日),まんがタイムきららフェスタ！2015 昼公演,会場: TOKYO DOME CITY HALL(東京ドームシティホール)
2015-06-21 (日),ALDNOAH.ZERO EXTRA DAY side.A (昼公演),会場: TOKYO DOME CITY HALL(東京ドームシティホール)
2015-06-21 (日),ALDNOAH.ZERO EXTRA DAY side.Z (夜公演),会場: TOKYO DOME CITY HALL(東京ドームシティホール)
2015-06-20 (土),「実は私は」第一話先行上映会,会場: 練馬区立区民・産業プラザ 区民交流ホール(Coconeriホール)
2015-06-14 (日),井口裕香＆分島花音　合同発売記念イベント1回目,会場: 恵比寿ザ・ガーデンルーム(The Garden Room)
2015-06-14 (日),井口裕香＆分島花音　合同発売記念イベント2回目,会場: !_東京都内某所
2015-06-13 (土),「普通の女子校生が【ろこどる】やってみた。」第２回初夏の流川祭り,会場: ディファ有明(閉館)
2015-06-12 (金),WEBラジオ「ラジオに松岡との出会いを求めるのは間違っているだろうか」公開録音,会場: アニメイト横浜(旧店舗/移転済)
2015-05-31 (日),Tokyo 7th シスターズ 1st Anniversary Live 15'→34' H-A-J-I-M-A-L-I-V-E-!!,会場: Zepp Tokyo(閉館)
2015-05-10 (日),GA文庫10周年アニバーサリーフェスタ！【夜の部】,会場: 神奈川県民ホール 大ホール
2015-05-10 (日),GA文庫10周年アニバーサリーフェスタ！【昼の部】,会場: 神奈川県民ホール 大ホール
2015-05-01 (金),Anime Festival Asia Thailand 2015 ALDNOAH.ZERO showcase,会場: Bangkok International Trade and Exhibition Centre
2015-04-26 (日),「天体のメソッド」プレミアムイベント[昼公演],会場: 新宿文化センター 大ホール
2015-04-26 (日),「天体のメソッド」プレミアムイベント[夜公演],会場: 新宿文化センター 大ホール
2015-04-25 (土),ニコニコ超会議2015 Pokelabo WRIGHT FLYER STUDIOSブース 「Wright Flyer Studios 新作タイトル発表」,会場: 幕張メッセ 国際展示場ホール
2015-04-12 (日),「みりたり！」Blu-ray発売記念・水瀬いのりお渡し会（ソフマップ回）,会場: ソフマップAKIBA パソコン・デジタル館8F マップ劇場 (旧 アキバ☆ソフマップ1号店)
2015-04-12 (日),「みりたり！」Blu-ray発売記念・水瀬いのりお渡し会（ゲーマーズ回）,会場: ゲーマーズ新宿店(閉店)
2015-04-11 (土),ちゃんおぷ的イベント　 「キドアイラク的4番勝負！『ド』のステージ！」,会場: IDCフロンティア イベントホール(閉館)
2015-04-11 (土),ＴＶアニメ「ダンまち」　ラジオに松岡との出会いを求めるのは間違っているだろうか 公開録音,会場: AKIHABARAゲーマーズ本店
2015-04-06 (月),Newアルバム「ツキナミ」発売記念イベント『ツキナミじゃない催しもの』,会場: タワーレコード渋谷店B1F CUTUP STUDIO
2015-04-05 (日),『翠星のガルガンティア～めぐる航路、遥か～後編』舞台挨拶 梅田ブルク7 9:00の回上映終了後,会場: T・ジョイ梅田(旧 梅田ブルク7)
2015-04-05 (日),『翠星のガルガンティア～めぐる航路、遥か～後編』舞台挨拶 梅田ブルク7 11:00の回上映開始前,会場: T・ジョイ梅田(旧 梅田ブルク7)
2015-04-05 (日),『翠星のガルガンティア～めぐる航路、遥か～後編』舞台挨拶 109シネマズ名古屋 13:00の回上映終了後,会場: 109シネマズ名古屋
2015-04-05 (日),『翠星のガルガンティア～めぐる航路、遥か～後編』舞台挨拶 109シネマズ名古屋 15:00の回上映開始前,会場: 109シネマズ名古屋
2015-04-04 (土),『翠星のガルガンティア～めぐる航路、遥か～後編』舞台挨拶 シネマサンシャイン池袋 10：00の回上映終了後,会場: シネマサンシャイン池袋(閉館)
2015-04-04 (土),『翠星のガルガンティア～めぐる航路、遥か～後編』舞台挨拶 シネマサンシャイン池袋 12:15の回上映開始前,会場: シネマサンシャイン池袋(閉館)
2015-04-04 (土),『翠星のガルガンティア～めぐる航路、遥か～後編』舞台挨拶 新宿バルト9 14：00の回上映終了後,会場: 新宿バルト9
2015-04-04 (土),『翠星のガルガンティア～めぐる航路、遥か～後編』舞台挨拶 新宿バルト9 16:05の回上映開始前,会場: 新宿バルト9
2015-03-22 (日),AnimeJapan 2015 2日目　NBCユニバーサルブース　まんがタイムきらら presents ｢ご注文はうさぎですか？｣ SPECIAL RADIO,会場: 東京ビッグサイト(東京国際展示場)
2015-03-22 (日),AnimeJapan 2015 2日目 BLUEステージ Program 3 『ダンジョンに出会いを求めるのは間違っているだろうか』放送直前スペシャルステージ,会場: 東京ビッグサイト(東京国際展示場)
2015-03-22 (日),AnimeJapan 2015 2日目 一迅社ブース 『普通の女子校生が【ろこどる】やってみた。』 流川シティチャンネルAJ出張版Part2,会場: 東京ビッグサイト(東京国際展示場)
2015-03-22 (日),AnimeJapan 2015 2日目 一迅社ブース 『みりたり！』 おぺれーしょんAnimeJapan,会場: 東京ビッグサイト(東京国際展示場)
2015-03-21 (土),AnimeJapan 2015 1日目 REDステージ Program 2 映画「心が叫びたがってるんだ。」スペシャルステージ,会場: 東京ビッグサイト(東京国際展示場)
2015-03-21 (土),AnimeJapan 2015 1日目　NBCユニバーサルブース　まんがタイムきらら presents 「がっこうぐらし！」 SPECIAL RADIO,会場: 東京ビッグサイト(東京国際展示場)
2015-03-21 (土),AnimeJapan 2015 1日目 BLUEステージ Program 6 翠星のガルガンティア,会場: 東京ビッグサイト(東京国際展示場)
2015-03-08 (日),ご注文はうさぎですか？トークイベント 名古屋会場 第一部,会場: 栄ガスビル5F 栄ガスホール
2015-03-08 (日),ご注文はうさぎですか？トークイベント 名古屋会場 第ニ部,会場: 栄ガスビル5F 栄ガスホール
2015-02-22 (日),ガラパゴス祭り ～オメガクインテット＆フェアリーフェンサー エフ～　昼の部,会場: 科学技術館サイエンスホール
2015-02-22 (日),ガラパゴス祭り ～オメガクインテット＆フェアリーフェンサー エフ～　夜の部,会場: 科学技術館サイエンスホール
2015-02-15 (日),ご注文はうさぎですか？トークイベント 大阪会場 第ニ部,会場: 梅田スカイビル タワーウエスト36F スペース36
2015-02-15 (日),ご注文はうさぎですか？トークイベント 大阪会場 第一部,会場: 梅田スカイビル タワーウエスト36F スペース36
2015-02-08 (日),ご注文はうさぎですか？トークイベント 東京会場 第一部,会場: 東京証券会館ホール
2015-02-08 (日),ご注文はうさぎですか？トークイベント 東京会場 第二部,会場: 東京証券会館ホール
2015-02-08 (日),ご注文はうさぎですか？トークイベント 東京会場 第三部,会場: 東京証券会館ホール
2015-02-01 (日),ご注文はうさぎですか？トークイベント 仙台会場 第一部,会場: 夢メッセみやぎ(みやぎ産業交流センター)
2015-02-01 (日),ご注文はうさぎですか？トークイベント 仙台会場 第二部,会場: 夢メッセみやぎ(みやぎ産業交流センター)
2015-01-31 (土),「翠星のガルガンティア～めぐる航路、遥か～」 前編 Blu-ray発売記念 ガルガンティア船団 広報局 公開収録イベント,会場: スペースFS汐留
2015-01-12 (月),「しあわせ いのりまち 第一回町民集会 ～まちの新年会～ 」第二部,会場: STUDIO Dee(東放学園映画専門学校B2F)
2015-01-12 (月),「しあわせ いのりまち 第一回町民集会 ～まちの新年会～ 」第一部,会場: STUDIO Dee(東放学園映画専門学校B2F)
2014-12-21 (日),ブシロード ワールドグランプリ2014　ヴァイスシュヴァルツ・ChaosTCGステージ 東京会場,会場: 東京流通センター(TRC)
2014-12-13 (土),ラジオ「天体のメソッド放送局」公開録音＆第11話「流星群の夜」先行上映会,会場: !_東京都内某所
2014-12-07 (日),「鉄拳」「AVA」最強ゲーマー決定戦 決勝大会 高校生大会,会場: 赤坂Linkage-047
2014-12-07 (日),「鉄拳」「AVA」最強ゲーマー決定戦 決勝大会 オープン大会,会場: 赤坂Linkage-047
2014-11-29 (土),『ルミナスルーキーVol.1』発売記念！水瀬いのりさんお渡し会,会場: とらのあな秋葉原店C イベントスペース(閉店)
2014-11-23 (日),普通の女子高生が【ろこどる】やってみた。Blu-ray＆DVD発売記念SPイベント ～お渡し会＆歌って踊ろう流川祭り～ 【第2部】,会場: AKIBAカルチャーズ劇場
2014-11-23 (日),普通の女子校生が【ろこどる】やってみた。Blu-ray＆DVD発売記念SPイベント ～お渡し会＆歌って踊ろう流川祭り～ 【第1部】,会場: AKIBAカルチャーズ劇場
2014-11-22 (土),いのりんがトークショーやって三田。～心ゆくまでおたのしみなせ～,会場: 慶應義塾大学 三田キャンパス
2014-11-16 (日),高雄駁二動漫祭,会場: 高雄市駁二特區 月光劇場 (The Wall)
2014-11-03 (月),新千歳空港国際アニメーション映画祭2014　『天体のメソッド』上映,会場: 新千歳空港シアター
2014-11-02 (日),水瀬いのりトークショーin白門祭～今日もみんなでしあわせいのりっ～,会場: 中央大学 多摩キャンパス
2014-10-18 (土),「アニストテレス」オーディション ファイナルステージ,会場: SME乃木坂ビル(乃木坂スクエア)
2014-10-13 (月),流山白味淋200年祭　「普通の女子校生が【ろこどる】やってみた。」 流山、遊びに来てみた。ステージ,会場: 流山市立流山小学校 体育館
2014-10-13 (月),普通の女子校生が【ろこどる】やってみた。 “ロコドルフェスタ”振り返り上映会,会場: TOHOシネマズ流山おおたかの森
2014-10-12 (日),Rejet Fes.2014 DISCOVERY 2日目昼,会場: パシフィコ横浜  国立大ホール
2014-10-11 (土),みらくる青空ナイト vol.７｢僕の造りしもの｣ Ｑ（３回目）,会場: 科学技術館サイエンスホール
2014-10-02 (木),2014福州アニメゲーム展覧会 水瀬いのりミニトークライブ,会場: 福州海峡国際会展中心
2014-09-28 (日),「翠星のガルガンティア～めぐる航路、遥か」前編 舞台挨拶 新宿バルト9 9:00の回上映終了後,会場: 新宿バルト9
2014-09-28 (日),「翠星のガルガンティア～めぐる航路、遥か」前編 舞台挨拶 新宿バルト9 11:10の回上映開始前,会場: 新宿バルト9
2014-09-28 (日),「翠星のガルガンティア～めぐる航路、遥か」前編 舞台挨拶 シネマサンシャイン池袋 12:20の回上映終了後,会場: シネマサンシャイン池袋(閉館)
2014-09-28 (日),「翠星のガルガンティア～めぐる航路、遥か」前編 舞台挨拶 シネマサンシャイン池袋 14:30の回上映開始前,会場: シネマサンシャイン池袋(閉館)
2014-09-28 (日),「翠星のガルガンティア～めぐる航路、遥か」前編 舞台挨拶 ＭＯＶＩＸさいたま 17:45の回上映開始前,会場: MOVIXさいたま
2014-09-28 (日),「翠星のガルガンティア～めぐる航路、遥か」前編 舞台挨拶 ＭＯＶＩＸさいたま 15:30の回上映終了後,会場: MOVIXさいたま
2014-09-27 (土),「翠星のガルガンティア～めぐる航路、遥か」前編 舞台挨拶 川崎チネチッタ 11:50の回上映開始前,会場: 川崎チネチッタ(CINECITTA')
2014-09-27 (土),「翠星のガルガンティア～めぐる航路、遥か」前編 舞台挨拶 川崎チネチッタ 9:30の回上映終了後,会場: 川崎チネチッタ(CINECITTA')
2014-09-27 (土),「翠星のガルガンティア～めぐる航路、遥か」前編 舞台挨拶 横浜ブルク13 12:50の回上映終了後,会場: 横浜ブルク13
2014-09-27 (土),「翠星のガルガンティア～めぐる航路、遥か」前編 舞台挨拶 京成ローザ⑩ 18:50の回上映開始前,会場: 京成ローザ10
2014-09-27 (土),「翠星のガルガンティア～めぐる航路、遥か」前編 舞台挨拶 横浜ブルク13 14:55の回上映開始前,会場: 横浜ブルク13
2014-09-27 (土),「翠星のガルガンティア～めぐる航路、遥か」前編 舞台挨拶 京成ローザ⑩ 16:35の回上映終了後,会場: 京成ローザ10
2014-09-23 (火),「天体のメソッド」先行上映会 1回目,会場: ユナイテッド・シネマ豊洲
2014-09-23 (火),「天体のメソッド」先行上映会 2回目,会場: ユナイテッド・シネマ豊洲
2014-09-23 (火),「普通の女子校生が【ろこどる】やってみた。」スペシャルイベント 〜ろこどる課外活動報告会〜,会場: 南青山Future SEVEN
2014-09-20 (土),東京ゲームショウ2014 セガスタジオMAGES.『CHAOS;CHILD』ステージ,会場: 幕張メッセ 国際展示場ホール
2014-09-07 (日),ご注文はうさぎですか？ スペシャルイベント ～Rabbit House Tea Party 2014～ 第1部,会場: AiiA 2.5 Theater Tokyo(閉館)
2014-09-07 (日),ご注文はうさぎですか？ スペシャルイベント ～Rabbit House Tea Party 2014～ 第2部,会場: AiiA 2.5 Theater Tokyo(閉館)
2014-08-27 (水),ごちうさブレンド購入者対象イベント,会場: 秋葉原UDX4F 東京アニメセンター(閉館)
2014-08-17 (日),Project*ω* 詠巫女たちのSummer Party 第2部,会場: AKIBAカルチャーズ劇場
2014-08-17 (日),Project*ω* 詠巫女たちのSummer Party 第1部,会場: AKIBAカルチャーズ劇場
2014-08-16 (土),ご注文はトークですか？ in かおす屋2014,会場: 秋葉原ラジオ会館10Fイベントスペース
2014-08-09 (土),TBSアニメフェスタ2014,会場: 文京シビックホール 大ホール
2014-07-27 (日),ワンダーフェスティバル2014[夏] 『「翠星のガルガンティア～めぐる航路、遥か～」ステージ』,会場: 幕張メッセ 国際展示場ホール
2014-07-27 (日),～「翠星のガルガンティア ONLINE FLEET」サービスイン間近～「翠星のガルガンティア」上映イベント,会場: イオンシネマ幕張新都心
2014-07-26 (土),Inori Minase Mini Talk Live @Creative Paradise,会場: 香港會議展覽中心(HKCEC)
2014-07-20 (日),「水瀬いのりのげ〜みゅ♪研究所！」公開録音 in 大阪 第1部,会場: グランフロント大阪 北館2F アクティブスタジオ
2014-07-20 (日),「水瀬いのりのげ〜みゅ♪研究所！」公開録音 in 大阪 第2部,会場: グランフロント大阪 北館2F アクティブスタジオ
2014-07-04 (金),「ご注文はうさぎですか？」オールナイト一挙上映イベント「ご注文は一挙上映ですか？」,会場: シネマート新宿
2014-07-04 (金),アニトーク！七夕祭り！！,会場: [2代目]赤坂BLITZ(マイナビBLITZ赤坂)(閉館)
2014-06-29 (日),『普通の女子校生が【ろこどる】やってみた。』放送直前イベント〜初夏の流川祭り〜,会場: 科学技術館サイエンスホール
2014-06-25 (水),「ご注文はうさぎですか？」最終第12羽最速上映イベント「ご注文は最速上映ですか？」,会場: シネマート新宿
2014-06-25 (水),｢ご注文はうさぎですか？」キャラクターソング同時購入者対象イベント,会場: 秋葉原UDX4F 東京アニメセンター(閉館)
2014-06-22 (日),まんがタイムきららフェスタ！ 夜公演,会場: TOKYO DOME CITY HALL(東京ドームシティホール)
2014-06-22 (日),まんがタイムきららフェスタ！ 昼公演,会場: TOKYO DOME CITY HALL(東京ドームシティホール)
2014-06-08 (日),『ロボットガールズZ』劇場上映 舞台挨拶 なんばパークスシネマ,会場: なんばパークスシネマ
2014-06-08 (日),『ロボットガールズZ』劇場上映 舞台挨拶 梅田ブルク7,会場: T・ジョイ梅田(旧 梅田ブルク7)
2014-06-08 (日),『ロボットガールズZ』劇場上映 舞台挨拶 109シネマズ名古屋,会場: 109シネマズ名古屋
2014-05-31 (土),『ロボットガールズZ』劇場上映 舞台挨拶 新宿バルト9 【1回目】,会場: 新宿バルト9
2014-05-31 (土),『ロボットガールズZ』劇場上映 舞台挨拶 T・ジョイ大泉,会場: T・ジョイSEIBU大泉
2014-05-31 (土),『ロボットガールズZ』劇場上映 舞台挨拶 新宿バルト9 【2回目】,会場: 新宿バルト9
2014-05-25 (日),「ご注文はうさぎですか？｣OP&ED発売記念イベント2回目,会場: 秋葉原UDX4F 東京アニメセンター(閉館)
2014-05-25 (日),「ご注文はうさぎですか？｣OP&ED発売記念イベント1回目,会場: 秋葉原UDX4F 東京アニメセンター(閉館)
2014-05-18 (日),アニメプロジェクトin大泉2014　『ロボットガールズZ』聖地！大泉学園祭,会場: 練馬区立大泉小学校 体育館
2014-05-10 (土),声優アニメディア6月号特典お渡し会,会場: アニメイト秋葉原1号館
2014-05-10 (土),声優アニメディア　6月号　特典お渡し会,会場: AKIHABARAゲーマーズ本店
2014-05-10 (土),「声優アニメディア 6月号」発売記念特典お渡し会,会場: とらのあな秋葉原店C イベントスペース(閉店)
2014-05-05 (月),ご注文はうさぎですか？×ナゾメイト 2014年5月5日 18:30の部,会場: 浅草橋ヒューリックホール(HULIC HALL)
2014-05-05 (月),ご注文はうさぎですか？×ナゾメイト 2014年5月5日 16:00の部,会場: 浅草橋ヒューリックホール(HULIC HALL)
2014-05-05 (月),ご注文はうさぎですか？×ナゾメイト 2014年5月5日 11:00の部,会場: 浅草橋ヒューリックホール(HULIC HALL)
2014-05-05 (月),ご注文はうさぎですか？×ナゾメイト 2014年5月5日 13:30の部,会場: 浅草橋ヒューリックホール(HULIC HALL)
2014-05-03 (土),ご注文はうさぎですか？×ナゾメイト 2014年5月3日 16:00の部,会場: 浅草橋ヒューリックホール(HULIC HALL)
2014-05-03 (土),ご注文はうさぎですか？×ナゾメイト 2014年5月3日 18:30の部,会場: 浅草橋ヒューリックホール(HULIC HALL)
2014-04-20 (日),「ロボットガールズZ」上映会・声優トークライブ ご当地！練馬大決戦！,会場: 練馬区立区民・産業プラザ 区民交流ホール(Coconeriホール)
2014-03-30 (日),「ご注文はうさぎですか？」先行上映イベント「ご注文は先行上映会ですか？」,会場: シネマート新宿
2014-03-23 (日),AnimeJapan 2014 2日目 オープンステージ Program2「ロボットガールズZミニライブ＆トークステージ」,会場: 東京ビッグサイト(東京国際展示場)
2014-03-23 (日),AnimeJapan 2014 2日目 ロボットガールズZブース「『ロボットガールズZ』プレゼントお渡し会」,会場: 東京ビッグサイト(東京国際展示場)
2014-03-22 (土),AnimeJapan 2014 1日目 BLUEステージ Program5「『ご注文はうさぎですか？』TVアニメ放送直前イベント」,会場: 東京ビッグサイト(東京国際展示場)
2014-03-22 (土),AnimeJapan 2014 1日目 NBCユニバーサル・エンターテイメントブース「ご注文はラジオですか？AJスペシャル」,会場: 東京ビッグサイト(東京国際展示場)
2014-02-11 (火),クルセイドフェスタ2013東京大会 「ロボットガールズZ」スペシャルステージ,会場: 東京都立産業貿易センター浜松町館
2014-01-29 (水),『水木一郎 ＆ロボットガールズ チームZ ヒーローソングライブ』Supported by スカパー！,会場: パセラリゾーツグランデ渋谷
2014-01-18 (土),KAWAII POP FES by @JAM in 台湾 (1月18日),会場: 河岸留言西門紅樓展演館
2013-12-31 (火),「第64回 NHK紅白歌合戦」番組観覧,会場: NHKホール
2013-12-23 (月),『ロボットガールズＺ』完成披露イベント,会場: スペースFS汐留
2013-12-08 (日),いのりっくま ライブ＆トークショー（東京）,会場: ベノア銀座店(パセラリゾーツ銀座店B3F)
2013-11-24 (日),「恋愛ラボ」スペシャルイベント　～私立藤崎女子中学"大"文化祭！～ 夜の部,会場: ラフォーレミュージアム六本木(閉館)
2013-11-24 (日),「恋愛ラボ」スペシャルイベント　～私立藤崎女子中学"大"文化祭！～ 昼の部,会場: ラフォーレミュージアム六本木(閉館)
2013-11-16 (土),いのりっくま　ライブ＆トークショー あるあるCity,会場: あるあるCity B1Fスタジオ
2013-11-15 (金),びっくり伝統文化 in 台東 第1部 久慈市観光物産展＆ステージショー,会場: 上野公園(上野恩賜公園)
2013-10-14 (月),マチ★アソビ vol.11 3日目 いのりっくま ライブ＆トークショー,会場: 新町橋東公園ステージ
2013-10-14 (月),マチ★アソビ vol.11 3日目 サージュ・コンチェルト　トークショー,会場: ufotable CINEMA
2013-10-13 (日),マチ★アソビ vol.11 2日目 ゲーム・キッズ徳島マチ★アソビ朗読館vol.2,会場: ufotable CINEMA
2013-08-18 (日),恋愛ラボ 私立藤崎女子中学校 臨時集会,会場: SME乃木坂ビル(乃木坂スクエア)
2013-07-05 (金),TVアニメ「恋愛ラボ」特製うちわ 店頭お渡し会 AKIHABARAゲーマーズ本店,会場: AKIHABARAゲーマーズ本店
2013-07-04 (木),TVアニメ「恋愛ラボ」特製うちわ 店頭お渡し会 ゲーマーズなんば店,会場: ゲーマーズなんば店
2013-06-30 (日),TVアニメ「恋愛ラボ」第1話試写会＆トークイベント,会場: 科学技術館サイエンスホール
2012-07-01 (日),ガスト・ガーラ,会場: 大宮ソニックシティ 大ホール
2012-04-01 (日),アニメコンテンツエキスポ2012 シェルノサージュ ～失われた星へ捧ぐ詩～ トークイベント,会場: 幕張メッセ 国際展示場ホール
2012-03-18 (日),ゲームの電撃 感謝祭 2012 「ガスト シークレットステージ ～二つの贈りもの～」,会場: ベルサール秋葉原
2011-11-23 (水),L.M.S. SHOWCASE Vol.4,会場: アンコール渋谷(閉店)
2011-09-25 (日),L.M.S. SHOWCASE Vol.2,会場: アンコール渋谷(閉店)
2011-05-10 (火),G-MARKET LIVE,会場: 原宿アストロホール(閉店)
2011-02-20 (日),AOTA-GAY！　~今日の主役は私なんだからねっっ！~,会場: 晴れたら空に豆まいて
2010-12-25 (土),G-MARKET vol.4,会場: KDDIデザイニングスタジオ(閉店)
2010-10-24 (日),G-MARKET vol.2,会場: KDDIデザイニングスタジオ(閉店)
